Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Equity Only Funding,Organization Revenue Range,Organization Website,Diversity Spotlight,Number of Partner Investors,Number of Investors
Series A - AdvisorEngine,https://www.crunchbase.com/funding_round/vanare-series-a--3a3cf746,"New York, New York, United States, North America",AdvisorEngine,https://www.crunchbase.com/organization/vanare,Series A,20000000,USD,20000000,2016-11-18,Yes,$1M to $10M,http://www.advisorengine.com,,1,1
Series A - LendingFront,https://www.crunchbase.com/funding_round/lendingfront-series-a--93c75e7a,"New York, New York, United States, North America",LendingFront,https://www.crunchbase.com/organization/lendingfront,Series A,4000000,USD,4000000,2019-01-07,Yes,$1M to $10M,http://www.lendingfront.com/,"Hispanic / Latine Founded, Hispanic / Latine Led",,7
Series A - Inclined Technologies,https://www.crunchbase.com/funding_round/inclined-technologies-series-a--fc3fc79e,"San Francisco, California, United States, North America",Inclined Technologies,https://www.crunchbase.com/organization/inclined-technologies,Series A,15000000,USD,15000000,2022-09-23,Yes,$1M to $10M,https://inclined.com,,1,2
Series A - Bond,https://www.crunchbase.com/funding_round/bond-financial-technologies-series-a--7a2980c0,"San Francisco, California, United States, North America",Bond,https://www.crunchbase.com/organization/bond-financial-technologies,Series A,32000000,USD,32000000,2020-07-15,Yes,$1M to $10M,https://www.bond.tech,,1,6
Series A - Productfy,https://www.crunchbase.com/funding_round/productfy-series-a--a1898358,"San Jose, California, United States, North America",Productfy,https://www.crunchbase.com/organization/productfy,Series A,16000000,USD,16000000,2021-10-08,Yes,$1M to $10M,https://www.productfy.io/,,2,4
Series A - Boopos,https://www.crunchbase.com/funding_round/boopos-fund-series-a--36be1cae,"Miami, Florida, United States, North America",Boopos,https://www.crunchbase.com/organization/boopos-fund,Series A,8000000,USD,8000000,2022-09-01,Yes,,https://www.boopos.com/,,1,7
Series A - Fund That Flip,https://www.crunchbase.com/funding_round/fund-that-flip-series-a--4b3b47f2,"New York, New York, United States, North America",Fund That Flip,https://www.crunchbase.com/organization/fund-that-flip,Series A,11000000,USD,11000000,2019-08-21,Yes,$1M to $10M,http://www.fundthatflip.com/,,1,2
Series A - R3,https://www.crunchbase.com/funding_round/r3-cev-series-a--0b055289,"New York, New York, United States, North America",R3,https://www.crunchbase.com/organization/r3-cev,Series A,5000000,USD,5000000,2018-05-31,Yes,$10M to $50M,http://r3.com,,,1
Series A - Parafin,https://www.crunchbase.com/funding_round/parafin-1b48-series-a--3b75f889,"San Francisco, California, United States, North America",Parafin,https://www.crunchbase.com/organization/parafin-1b48,Series A,30000000,USD,30000000,2021-09-29,Yes,$1M to $10M,https://www.parafin.com,,,5
Series A - Zeni,https://www.crunchbase.com/funding_round/zeni-series-a--f36a66d1,"Palo Alto, California, United States, North America",Zeni,https://www.crunchbase.com/organization/zeni,Series A,11500000,USD,11500000,2021-03-09,Yes,$100M to $500M,https://www.zeni.ai/,South Asian Led,1,8
Series A - agentero,https://www.crunchbase.com/funding_round/agentero-series-a--2eb9b5d1,"Berkeley, California, United States, North America",agentero,https://www.crunchbase.com/organization/agentero,Series A,13500000,USD,13500000,2021-07-27,Yes,$1M to $10M,https://www.agentero.com/,,1,5
Series A - FinMkt,https://www.crunchbase.com/funding_round/crowdnetic-series-a--0b1454c4,"New York, New York, United States, North America",FinMkt,https://www.crunchbase.com/organization/crowdnetic,Series A,5560000,USD,5560000,2017-11-07,Yes,$10M to $50M,http://www.finmkt.io,"Women Founded, Women Led",1,4
Series A - Optimism,https://www.crunchbase.com/funding_round/optimism-series-a--8f340106,"New York, New York, United States, North America",Optimism,https://www.crunchbase.com/organization/optimism,Series A,25000000,USD,25000000,2021-02-24,Yes,$1M to $10M,https://optimism.io,Women Founded,1,3
Series A - MoneyGeek,https://www.crunchbase.com/funding_round/money-geek-series-a--e8fb3be8,"San Francisco, California, United States, North America",MoneyGeek,https://www.crunchbase.com/organization/money-geek,Series A,2100000,USD,2100000,2019-08-07,Yes,$1M to $10M,https://www.moneygeek.com/,,,
Series A - Final,https://www.crunchbase.com/funding_round/final-series-a--89cc11be,"Oakland, California, United States, North America",Final,https://www.crunchbase.com/organization/final,Series A,2600000,USD,2600000,2017-06-26,Yes,$1M to $10M,http://www.getfinal.com,,1,2
Series A - Omniex,https://www.crunchbase.com/funding_round/omniex-series-a--65fc6e1b,"San Francisco, California, United States, North America",Omniex,https://www.crunchbase.com/organization/omniex,Series A,2500000,USD,2500000,2020-09-04,Yes,$1M to $10M,https://omniex.io,,1,1
Series A - Ascend Consumer Finance,https://www.crunchbase.com/funding_round/ascend-consumer-financial-series-a--a17bf839,"Los Angeles, California, United States, North America",Ascend Consumer Finance,https://www.crunchbase.com/organization/ascend-consumer-financial,Series A,11000000,USD,11000000,2016-06-10,Yes,$1M to $10M,https://www.ascendloan.com,,1,6
Series A - Digi Ventures,https://www.crunchbase.com/funding_round/digi-3-series-a--3e422186,"Los Angeles, California, United States, North America",Digi Ventures,https://www.crunchbase.com/organization/digi-3,Series A,9000000,USD,9000000,2018-11-08,Yes,,https://www.digivc1.com,,,
Series A - Blockfolio,https://www.crunchbase.com/funding_round/blockfolio-series-a--f087e401,"Santa Monica, California, United States, North America",Blockfolio,https://www.crunchbase.com/organization/blockfolio,Series A,1000500,USD,1000500,2019-08-05,Yes,$1M to $10M,http://www.blockfolio.com/,"Hispanic / Latine Founded, Hispanic / Latine Led",,9
Series A - OpenPath,https://www.crunchbase.com/funding_round/openpath-series-a--23878ebf,"Newport Beach, California, United States, North America",OpenPath,https://www.crunchbase.com/organization/openpath,Series A,8000000,USD,8000000,2019-08-31,Yes,$1M to $10M,http://www.openpath.io/,,,
Series A - Hum Capital,https://www.crunchbase.com/funding_round/hum-capital-series-a--e2eb64a0,"New York, New York, United States, North America",Hum Capital,https://www.crunchbase.com/organization/hum-capital,Series A,12000000,USD,12000000,2021-11-18,Yes,$10M to $50M,https://www.humcapital.com,,,2
Series A - Aeldra,https://www.crunchbase.com/funding_round/aeldra-series-a--51b8490e,"Palo Alto, California, United States, North America",Aeldra,https://www.crunchbase.com/organization/aeldra,Series A,1000000,USD,1000000,2022-02-05,Yes,$1M to $10M,https://www.aeldra.com/,South Asian Founded,,1
Series A - Direct Match,https://www.crunchbase.com/funding_round/direct-match-llc-series-a--f5d3d93e,"New York, New York, United States, North America",Direct Match,https://www.crunchbase.com/organization/direct-match-llc,Series A,6000000,USD,6000000,2016-01-07,Yes,$1M to $10M,http://www.directmatch.com,Women Founded,2,5
Series A - Gatsby,https://www.crunchbase.com/funding_round/gatsby-2349-series-a--ea669007,"New York, New York, United States, North America",Gatsby,https://www.crunchbase.com/organization/gatsby-2349,Series A,10000000,USD,10000000,2021-03-15,Yes,$1M to $10M,https://www.trygatsby.com,,1,7
Series A - UNest,https://www.crunchbase.com/funding_round/unest-series-a--62cf1c6a,"North Hollywood, California, United States, North America",UNest,https://www.crunchbase.com/organization/unest,Series A,150000,USD,150000,2023-04-20,Yes,$1M to $10M,https://unest.co,Women Founded,,1
Series A - Melio,https://www.crunchbase.com/funding_round/melio-0bc5-series-a--fd9b9a25,"New York, New York, United States, North America",Melio,https://www.crunchbase.com/organization/melio-0bc5,Series A,16000000,USD,16000000,2019-01-01,Yes,$100M to $500M,https://www.meliopayments.com,,,
Series A - Ava Labs,https://www.crunchbase.com/funding_round/ava-labs-series-a--b5f5d92b,"New York, New York, United States, North America",Ava Labs,https://www.crunchbase.com/organization/ava-labs,Series A,6000000,USD,6000000,2019-02-01,Yes,,https://avalabs.org,,1,7
Series A - Flutterwave,https://www.crunchbase.com/funding_round/flutterwave-series-a--a758259e,"San Francisco, California, United States, North America",Flutterwave,https://www.crunchbase.com/organization/flutterwave,Series A,9200000,USD,9200000,2018-10-15,Yes,$100M to $500M,https://www.flutterwave.com,"Black Founded, Black Led",,7
Series A - Cedar,https://www.crunchbase.com/funding_round/cedar-0db2-series-a--53935c8a,"New York, New York, United States, North America",Cedar,https://www.crunchbase.com/organization/cedar-0db2,Series A,13000000,USD,13000000,2017-12-07,Yes,$10M to $50M,http://www.cedar.com,,1,5
Series A - DeferIt,https://www.crunchbase.com/funding_round/defer-it-series-a--2ba40afb,"New York, New York, United States, North America",DeferIt,https://www.crunchbase.com/organization/defer-it,Series A,10000000,AUD,7521223,2021-11-01,Yes,$1M to $10M,https://deferit.com,,,
Series A - HashCash Consultants,https://www.crunchbase.com/funding_round/hashcash-consultants-series-a--c0e055d6,"Palo Alto, California, United States, North America",HashCash Consultants,https://www.crunchbase.com/organization/hashcash-consultants,Series A,20000000,USD,20000000,2016-04-04,Yes,$1M to $10M,https://www.hashcashconsultants.com,,,
Series A - Conio,https://www.crunchbase.com/funding_round/conio-series-a--978bc09e,"San Francisco, California, United States, North America",Conio,https://www.crunchbase.com/organization/conio,Series A,3000000,USD,3000000,2018-06-21,Yes,$1M to $10M,https://www.conio.com,,,2
Series A - LIQUiDITY Group,https://www.crunchbase.com/funding_round/liquidity-capital-series-a--faeef201,"New York, New York, United States, North America",LIQUiDITY Group,https://www.crunchbase.com/organization/liquidity-capital,Series A,20000000,USD,20000000,2020-10-22,Yes,,https://www.liquiditygroup.com,,1,2
Series A - BOSONIC,https://www.crunchbase.com/funding_round/bosonic-series-a--b34d0887,"San Francisco, California, United States, North America",BOSONIC,https://www.crunchbase.com/organization/bosonic,Series A,3000000,USD,3000000,2016-01-01,Yes,$1M to $10M,https://bosonic.digital/,,,
Series A - Prizeout,https://www.crunchbase.com/funding_round/prizeout-series-a--12f403ab,"New York, New York, United States, North America",Prizeout,https://www.crunchbase.com/organization/prizeout,Series A,4500000,USD,4500000,2020-05-15,Yes,$1M to $10M,https://www.prizeout.com/,,,
Series A - Simetrik,https://www.crunchbase.com/funding_round/simetrik-series-a--1f50bc40,"San Francisco, California, United States, North America",Simetrik,https://www.crunchbase.com/organization/simetrik,Series A,4500000,USD,4500000,2023-02-24,Yes,$10M to $50M,https://www.simetrik.com,,,1
Series A - DeferIt,https://www.crunchbase.com/funding_round/defer-it-series-a--de88107a,"New York, New York, United States, North America",DeferIt,https://www.crunchbase.com/organization/defer-it,Series A,6600000,AUD,4439067,2019-09-01,Yes,$1M to $10M,https://deferit.com,,,
Series A - Emcee,https://www.crunchbase.com/funding_round/emcee-series-a--3027f322,"New York, New York, United States, North America",Emcee,https://www.crunchbase.com/organization/emcee,Series A,2266630,USD,2266630,2022-03-30,Yes,$10M to $50M,https://www.emceeinvest.com,,,
Series A - Clutch,https://www.crunchbase.com/funding_round/withclutch-series-a--ce0fa21c,"Half Moon Bay, California, United States, North America",Clutch,https://www.crunchbase.com/organization/withclutch,Series A,41000000,USD,41000000,2021-04-01,Yes,$100M to $500M,https://www.withclutch.com,,,2
Series A - Bosonic,https://www.crunchbase.com/funding_round/otc-exchange-network-otcxn-series-a--8fdc75ef,"San Francisco, California, United States, North America",Bosonic,https://www.crunchbase.com/organization/otc-exchange-network-otcxn,Series A,3000000,USD,3000000,2016-09-29,Yes,$1M to $10M,http://www.otcxn.com/,,,
Series A - Lukka,https://www.crunchbase.com/funding_round/libra-series-a--ba3f81de,"New York, New York, United States, North America",Lukka,https://www.crunchbase.com/organization/libra,Series A,7800000,USD,7800000,2017-11-27,Yes,$10M to $50M,http://www.lukka.tech,,,4
Series A - HintMD,https://www.crunchbase.com/funding_round/hintmd-series-a--9b47dd9a,"Pleasanton, California, United States, North America",HintMD,https://www.crunchbase.com/organization/hintmd,Series A,4000000,USD,4000000,2017-07-31,Yes,$10M to $50M,http://www.hintmd.com,,,
Series A - Jetty,https://www.crunchbase.com/funding_round/jettyfinancial-series-a--70252328,"New York, New York, United States, North America",Jetty,https://www.crunchbase.com/organization/jettyfinancial,Series A,11500000,USD,11500000,2017-07-17,Yes,$1M to $10M,http://www.jetty.com,,,5
Series A - BitMart,https://www.crunchbase.com/funding_round/bitmart-exchange-series-a--1227a889,"New York, New York, United States, North America",BitMart,https://www.crunchbase.com/organization/bitmart-exchange,Series A,10000000,USD,10000000,2018-01-16,Yes,$10M to $50M,https://www.bitmart.com,,,
Series A - Prumentum,https://www.crunchbase.com/funding_round/prumentum-group-series-a--b021c2f6,"Los Gatos, California, United States, North America",Prumentum,https://www.crunchbase.com/organization/prumentum-group,Series A,25000000,USD,25000000,2017-05-14,Yes,$1M to $10M,https://www.prumentumgroup.com,,,
Series A - PolySign,https://www.crunchbase.com/funding_round/polysign-series-a--41ecef12,"Oakland, California, United States, North America",PolySign,https://www.crunchbase.com/organization/polysign,Series A,8204999,USD,8204999,2018-12-18,Yes,$1M to $10M,http://www.polysign.io,,,1
Series A - Aperture Finance,https://www.crunchbase.com/funding_round/aperture-finance-series-a--346fa58e,"Sunnyvale, California, United States, North America",Aperture Finance,https://www.crunchbase.com/organization/aperture-finance,Series A,2500000,USD,2500000,2022-05-15,Yes,$1M to $10M,https://aperture.finance/,,,
Series A - Mantl,https://www.crunchbase.com/funding_round/mantl-series-a--6048b275,"New York, New York, United States, North America",Mantl,https://www.crunchbase.com/organization/mantl,Series A,11000000,USD,11000000,2020-07-16,Yes,Less than $1M,http://www.mantl.com,,2,4
Series A - Crowdz,https://www.crunchbase.com/funding_round/crowdz-series-a--7c710fa3,"Campbell, California, United States, North America",Crowdz,https://www.crunchbase.com/organization/crowdz,Series A,2130000,USD,2130000,2020-06-30,Yes,$10M to $50M,https://www.crowdz.io,,,1
Series A - Long Game,https://www.crunchbase.com/funding_round/long-game-series-a--a1340a21,"San Francisco, California, United States, North America",Long Game,https://www.crunchbase.com/organization/long-game,Series A,349998,USD,349998,2019-03-14,Yes,$1M to $10M,https://www.longgame.co/,"Women Founded, Women Led",3,2
